N,P,K,temperature,humidity,ph,moisture,soil temp,crops,Fertilizer
87,28,30,25.60153969,68.66257977,6.536676653,35.1,18,maize,urea
82,24,26,24.31274458,53.57285558,6.089443603,35,17.9,maize,urea
94,26,27,26.36629861,52.25738495,7.456460375,34.9,18,maize,urea
87,28,35,26.5602777,57.1621814,6.759211911,34.8,17.9,maize,urea
118,40,35,26.35034208,58.50650238,7.460174812,34.9,18,maize,urea
87,38,29,25.20406808,57.88370456,6.652642579,35,18.1,maize,urea
92,40,30,23.35723208,55.18792166,6.026287448,34.9,18.2,maize,urea
97,22,26,23.60567546,59.68849145,6.074190142,35,18.1,maize,urea
99,40,32,24.18471151,69.94807345,7.045543056,34.9,18,maize,urea
89,28,33,26.44414097,53.83876189,6.993236001,34.8,18.1,maize,urea
112,39,29,26.12492233,63.37479229,6.726528895,34.7,18.2,maize,urea
111,28,26,27.77363343,64.47858698,6.937352845,28.7,18.1,maize,urea
114,20,26,25.55656667,62.67087838,7.27905689,28.6,18.2,maize,urea
117,26,30,27.92374437,67.96910852,7.079850922,28.7,18.3,maize,urea
111,29,31,26.05968403,52.31098539,6.136286518,28.6,18.2,maize,urea
119,30,28,26.35770906,64.57578034,6.505203696,28.5,18.1,maize,urea
116,40,33,24.91370487,54.15319242,7.042089492,28.4,18.2,maize,urea
95,37,35,27.31317116,68.4233391,6.348337519,28.5,18.1,maize,urea
86,40,33,26.1387869,52.26311691,7.432322234,28.6,18,maize,urea
117,37,32,23.1069385,67.06230539,6.787658922,28.5,18.1,maize,urea
105,18,35,23.52648086,68.44030686,6.743417121,28.4,18.2,maize,urea
109,23,25,25.11711046,68.48030408,7.00733163,28.5,18.3,maize,urea
80,18,31,24.02952505,58.84880599,7.303033217,28.4,18.2,maize,urea
101,31,26,26.70897548,69.71184111,6.861235184,28.3,18.3,maize,urea
103,33,33,26.71717393,50.50148528,7.131435858,28.4,18.4,maize,urea
93,26,27,24.59245684,56.46829641,7.288211994,28.3,18.5,maize,urea
104,35,28,27.51006055,50.66687215,6.983732393,28.4,18.6,maize,urea
116,36,25,27.57847581,58.52534263,6.172090205,28.5,18.7,maize,urea
107,38,29,26.65069302,57.56695719,6.35118177,28.4,18.6,maize,urea
101,33,33,26.97251562,62.0183627,6.908671379,28.3,18.5,maize,urea
107,31,31,23.17124551,52.97841162,6.766184468,28.2,18.6,maize,urea
99,16,30,23.52652084,65.44340921,6.392791654,28.1,18.7,maize,urea
103,40,30,27.30901814,55.196224,6.348316257,28,18.6,maize,urea
118,31,34,27.54823036,62.88179198,5.123796057,28.1,18.7,maize,urea
106,21,35,25.627355,57.04151119,5.428523634,28,18.8,maize,urea
116,38,34,23.29250318,50.04557009,5.020947179,28.1,18.9,maize,urea
97,35,26,24.91461008,53.74144743,5.334610249,28.2,18.8,maize,urea
107,34,32,26.77463708,66.4132686,4.78006386,28.1,18.7,maize,urea
99,15,27,27.41711238,56.63636248,5.086922359,28,18.8,maize,urea
118,33,30,24.13179691,67.22512329,5.362607851,27.9,18.9,maize,urea
117,32,34,26.2724184,52.12739421,4.758792552,27.8,19,maize,urea
104,18,30,23.60301571,60.39647474,4.779832611,27.9,19.1,maize,urea
